Stock,Year,"Cost of Revenue, Total",Inventories - Other,"Accounts Receivable - Trade, Net",Total Current Assets,Net Sales,Gross Revenue,Total Current Liabilities,Cash from Operating Activities,Total Liabilities,Total Equity,Net Income Incl Extra Before Distributions,Gross Profit,Operating Income,"Total Assets, Reported","Accounts Receivable - Trade, Net",Accounts Payable,Net Income Before Taxes,Interest Expense - Operating,"Interest Expense, Supplemental","Total Fixed Assets, Net",EBITDA,Cash from Investing Activities
VCM.HN,2017,117703583230.00,6288728810.00,12366039080,94393680200,1.32867E+11,NULL,69375595670,-3179434060,77124306850,70673677200,11656773860,15163204040,6129055440,1.47798E+11,12366039080,16684414150,14846123360,76299640,76299640,52354303850.00,3344086360.00,16200091580.00
VCM.HN,2018,66111132600.00,2628136980.00,19298976140,95821640460,79562937960,NULL,68429264780,-11025847430,74950274140,70231443790,7355757400,13451805360,7452188990,1.45182E+11,19298976140,12555428760,9514053830,36714880,36714880,48310077460.00,7069105920.00,3659309380.00
VCM.HN,2019,73264608140.00,3155840210.00,13967766900,78637104220,90545158420,NULL,45733529210,8004589970,52528878250,72166744040,8435300250,17280550280,10374264970,1.24696E+11,13967766900,11485609890,10577040290,329310540,329310540,44508518070.00,11246177210.00,17897809550.00
VCM.HN,2020,17355054390.00,382857560.00,8651177270,59444509590,27162064400,NULL,22808478400,-6136069700,28639183900,73096295820,8173551780,9807010010,3572298540,1.01735E+11,8651177270,5506612960,9504129980,82501080,82501080,40740970130.00,3435850010.00,-7726203280.00
VCM.HN,2021,23068605510.00,475553300.00,6020984250,52939629820,28977187090,NULL,19163134220,-1717092150,20533727120,71067394090,971098280,5908581580,1141360570,91601121220,6020984250,2384173760,1130888760,16014040,16014040,37111491400.00,3026210180.00,6890080400.00
VCM.HN,2022,15741941270.00,258547350.00,4822732900,57516207630,18166693040,NULL,22123955180,4534276710,26089810240,67533743160,210349070,2424751770,-3115348750,93623553400,4822732900,3928892470,262936340,17824670,17824670,33557345780.00,-2362893540.00,1812574410.00
SPM.HM,2016,358010845010.00,-1510987130.00,5.31348E+11,7.84862E+11,NULL,5.47085E+11,4.86488E+11,63195030210,4.86488E+11,7.21509E+11,7886495680,1.02745E+11,9966598110,1.208E+12,5.31348E+11,17445982350,9948983850,9440678050,9440678050,388134907890.00,58024791920.00,-6269519700.00
SPM.HM,2017,543885968580.00,1592178680.00,5.81248E+11,8.09539E+11,NULL,7.12983E+11,1.95109E+11,-18445138900,2.0007E+11,7.51324E+11,15702004470,92137207320,19023739070,9.51395E+11,5.81248E+11,27532017680,18196861540,7675015010,7675015010,106855543860.00,36524393640.00,-3966875950.00
SPM.HM,2018,297401054390.00,368440270.00,4.31913E+11,6.67286E+11,NULL,4.44963E+11,2.12737E+11,-12781731280,2.24608E+11,7.48273E+11,10778603260,93323141370,11229090950,9.72881E+11,4.31913E+11,12810163300,12709386720,9071851820,9071851820,119031195850.00,32382346200.00,-21843873950.00
SPM.HM,2019,397554198680.00,17108503570.00,5.82043E+11,8.35989E+11,NULL,5.55756E+11,2.51827E+11,-29860011540,2.65133E+11,7.57232E+11,8958178640,94922289150,12002844350,1.02236E+12,5.82043E+11,18378002120,11753335190,12608060000,12608060000,128281823820.00,49273776500.00,-6665416020.00
SPM.HM,2020,515972664590.00,-1838075100.00,6.20806E+11,8.69265E+11,NULL,6.60069E+11,2.88561E+11,-2754105730,2.88561E+11,7.65479E+11,8247734070,94021129180,10513876710,1.05404E+12,6.20806E+11,39281062180,10447779840,14613571180,14613571180,149775685970.00,31858566730.00,1522916190.00
SPM.HM,2021,625038645680.00,-1872844330.00,6.58669E+11,8.82579E+11,NULL,7.6836E+11,2.82582E+11,5705703040,2.82582E+11,7.85673E+11,20193713070,84850903490,26334136720,1.06826E+12,6.58669E+11,25371916320,26211089850,11451758790,11451758790,150676402880.00,46870047740.00,-1468355080.00
SPM.HM,2022,617192693040.00,55026234220.00,6.91991E+11,9.14374E+11,NULL,7.71277E+11,2.69769E+11,45234149130,2.69769E+11,7.96526E+11,24622608980,82440463460,31560118780,1.06629E+12,6.91991E+11,22891298840,31445225300,11410945590,11410945590,151920862500.00,51752837940.00,-10410694700.00
CX8.HN,2016,121157551960.00,32273547500.00,32619872460,93628520560,1.25161E+11,NULL,76541526220,-6072215340,79305871930,25775237220,978053070,4003919570,1376153600,1.05081E+11,32619872460,258954350,1278312360,0,0,11452588590.00,1333798250.00,899743900.00
CX8.HN,2017,127258221640.00,12691809150.00,49582761460,83984495830,1.3141E+11,NULL,67184290030,-5526501810,69486672770,25856802090,984233780,4152255050,1335078150,95343474860,49582761460,442131260,1263373410,0,0,10358979030.00,1213456550.00,320214150.00
CX8.HN,2018,102981143370.00,15439886040.00,60174949800,1.08022E+11,1.07683E+11,NULL,88000756620,4005869930,90315711820,27826853400,1134992600,4702194530,1616051510,1.18143E+11,60174949800,9041086660,1458202900,0,0,10120754570.00,1623336090.00,-41084800.00
CX8.HN,2019,116637932300.00,5780891270.00,39576261430,68769807170,1.21201E+11,NULL,48578550720,-14137293270,50322289600,27698830070,690325480,4562924920,1305476960,78021119670,39576261430,2403579170,951420870,0,0,8251312500.00,1452856690.00,14952760.00
CX8.HN,2020,46153339400.00,8724835340.00,37851302500,84927513750,49587118610,NULL,64003134710,5567906750,65392221350,27536773930,210627300,3433779210,414653700,92928995280,37851302500,442131260,268678810,66645390,66645390,7001481530.00,676532850.00,6158180.00
CX8.HN,2021,67111777970.00,17518316060.00,18715013300,73086031250,70513648990,NULL,51366674330,-2106105370,52363487880,27584080590,47306660,3401871020,237928030,79947568470,18715013300,442131260,80616590,0,0,6861537220.00,427973200.00,9216570.00
CX8.HN,2022,87975360820.00,3124184390.00,41513982100,1.70886E+11,92571504440,NULL,1.46821E+11,-781491540,1.48744E+11,28187982800,603902200,4596143620,982523630,1.76932E+11,41513982100,442131260,800406930,NULL,NULL,6045735960.00,2214620720.00,3624680.00
TNT.HM,2016,79574370300.00,1075732850.00,68933361600,1.47225E+11,86814810340,NULL,1.23602E+11,-1.68357E+11,1.29737E+11,2.65886E+11,1540672750,7240440040,4061415060,3.95623E+11,68933361600,1.11463E+11,1622258230,14261310,14261310,29213048090.00,4382394850.00,-877408880.00
TNT.HM,2017,133330264050.00,NULL,70289235010,1.52426E+11,1.42642E+11,NULL,97831289230,1702088230,1.05359E+11,2.69702E+11,3815734470,9311735910,4576479570,3.75061E+11,70289235010,81468015300,3854810580,147269570,147269570,3056385810.00,5272412420.00,-2521280530.00
TNT.HM,2018,45814848170.00,NULL,56041068240,1.28074E+11,53756830530,NULL,41971473410,-56734246970,97860362910,2.67771E+11,-1930964990,7941982360,-2117498110,3.65631E+11,56041068240,35991173620,-2182021210,1374082040,1374082040,2347245990.00,-10644379090.00,10502704470.00
TNT.HM,2019,167370553010.00,NULL,1.18106E+11,1.68015E+11,NULL,1.76315E+11,32217718320,-17775980050,33166128320,2.70674E+11,2903682780,8943984720,12615811650,3.0384E+11,1.18106E+11,25767307280,2503768440,4382038910,4382038910,16691119300.00,16884227040.00,16502484480.00
TNT.HM,2020,12239482640.00,NULL,1.17047E+11,2.32502E+11,NULL,12866920530,83934661930,-628074290,84605511930,2.68009E+11,-2665353020,627437890,-2543342780,3.52614E+11,1.17047E+11,25664017680,-2665353020,128745800,128745800,1111072730.00,-2126309080.00,1300097680.00
TNT.HM,2021,587507092690.00,NULL,59069270750,5.04617E+11,NULL,6.40949E+11,30136941220,-1.13687E+11,33530231220,5.52658E+11,29736992160,53442303850,36762772340,5.86188E+11,59069270750,10041345700,36791125810,91956100,91956100,569148390.00,36776323880.00,740238650.00
TNT.HM,2022,350483291230.00,NULL,25201195500,5.03197E+11,NULL,3.79278E+11,39093972290,2.14072E+11,42837365640,5.5959E+11,6931644620,28794733100,7971985090,6.02427E+11,25201195500,2754328470,8748517710,406392600,406392600,25227527150.00,6696946830.00,-27625258860.00
HU1.HM,2016,361703536740.00,NULL,2.41145E+11,5.86856E+11,NULL,3.87048E+11,4.65926E+11,-60641478600,4.8114E+11,1.60233E+11,3298670710,25344353860,3105260210,6.41373E+11,2.41145E+11,18452130440,5181759770,8350566990,8350566990,54517127580.00,15400146910.00,3621890750.00
HU1.HM,2017,504847215900.00,NULL,5.34352E+11,8.4111E+11,NULL,5.42399E+11,5.88602E+11,-1.02327E+11,8.07354E+11,1.59604E+11,5843104640,37551594320,12130970990,9.66959E+11,5.34352E+11,1.00932E+11,7957578890,13855591640,13855591640,125848577890.00,21975588900.00,-1605466330.00
HU1.HM,2018,445947062160.00,NULL,3.77104E+11,7.80651E+11,NULL,4.96346E+11,6.30307E+11,30126387180,7.99377E+11,1.5389E+11,8335525160,50399203440,10138321420,9.53267E+11,3.77104E+11,1.51438E+11,10952237830,13855591640,13855591640,172615874470.00,24881882880.00,-1324871830.00
HU1.HM,2019,529018824130.00,NULL,1.52468E+11,7.33391E+11,NULL,5.74987E+11,8.1554E+11,1.47871E+11,9.06185E+11,1.42836E+11,8302998170,45968222210,10089576040,1.04902E+12,1.52468E+11,2.5045E+11,11432506270,4237769130,4237769130,315631192420.00,14943905790.00,550523530.00
HU1.HM,2020,368951641860.00,NULL,1.92443E+11,8.95918E+11,NULL,3.97773E+11,7.77413E+11,1.16428E+11,7.92178E+11,1.38407E+11,5008346450,28821501980,8241576220,9.30584E+11,1.92443E+11,1.44775E+11,8409080010,3520624470,3520624470,17470485540.00,12399243130.00,-621897210.00
HU1.HM,2021,762333669080.00,NULL,2.44009E+11,6.43507E+11,NULL,7.95594E+11,5.14168E+11,30438484750,5.26003E+11,1.36914E+11,-3851922750,33260702400,6073815170,6.62917E+11,2.44009E+11,1.47785E+11,4481187580,6290557090,6290557090,19410048800.00,12168483660.00,-5016966260.00
HU1.HM,2022,456032793990.00,107464081070.00,2.0438E+11,6.43263E+11,NULL,4.81098E+11,5.80456E+11,1.14068E+11,5.95279E+11,1.38563E+11,4318484910,25065599910,5853773580,7.33842E+11,2.0438E+11,2.33606E+11,5795792780,5924725210,5924725210,90578933720.00,11592767400.00,-3336363350.00
SBA.HM,2016,67903953840.00,895760000.00,48425521590,86738892150,2.11905E+11,NULL,1.30397E+11,1.2687E+11,7.14301E+11,6.88584E+11,64207111780,1.44001E+11,69658187030,1.40288E+12,48425521590,5910174160,69616827670,64181390600,64181390600,1314142018500.00,134638523950.00,-377077970.00
SBA.HM,2017,111750120870.00,1039370000.00,58568800660,1.31704E+11,3.33016E+11,NULL,1.57013E+11,1.9097E+11,6.71747E+11,7.13903E+11,1.35909E+11,2.21266E+11,1.4531E+11,1.38565E+12,58568800660,2035065970,1.45071E+11,57950013950,57950013950,1251942118950.00,203205968250.00,-5057760780.00
SBA.HM,2018,82110521850.00,1166204000.00,58324303230,97549092650,2.54007E+11,NULL,1.25907E+11,1.18957E+11,5.59395E+11,7.60902E+11,96342276090,1.71896E+11,1.02933E+11,1.3203E+12,58324303230,691909810,1.03101E+11,52644101000,52644101000,1219379305719.99,195776039000.00,-3464774050.00
SBA.HM,2019,86324219460.00,1038696000.00,24733889130,65920443200,2.53483E+11,NULL,1.15593E+11,1.57925E+11,4.8705E+11,7.80083E+11,97999422140,1.67159E+11,1.03855E+11,1.26713E+12,24733889130,517159970,1.04871E+11,46758433760,46758433760,1198526351050.00,150403960920.00,-21218058830.00
SBA.HM,2020,133759499250.00,841075800.00,78514138210,1.06733E+11,2.98215E+11,NULL,1.86795E+11,1.18997E+11,5.13081E+11,8.04267E+11,1.01876E+11,1.64455E+11,1.09064E+11,1.31735E+12,78514138210,2280124940,1.08929E+11,39589870470,39589870470,1208611222700.00,148899231920.00,-53743790120.00
SBA.HM,2021,136226925330.00,837185800.00,92396147930,1.42541E+11,3.14881E+11,NULL,1.76684E+11,1.62373E+11,4.40258E+11,8.55422E+11,1.17159E+11,1.78654E+11,1.26697E+11,1.29568E+12,92396147930,2102735180,1.23942E+11,34103383840,34103383840,1151134953750.00,214026859330.00,-9338462650.00
SBA.HM,2022,178248248240.00,656093800.00,1.56062E+11,2.43097E+11,4.95631E+11,NULL,2.01229E+11,2.59259E+11,3.7644E+11,9.49789E+11,2.44548E+11,3.17382E+11,2.64959E+11,1.32623E+12,1.56062E+11,1498995690,2.59644E+11,27914289340,27914289340,1081108130270.00,363027888160.00,-1948331020.00
IDV.HN,2017,28868109360.00,59080614750.00,4029077210,4.67457E+11,1.09977E+11,NULL,50576838130,1.08665E+11,5.25094E+11,2.00062E+11,82294832100,81108976950,90486923940,7.25156E+11,4029077210,206616800,90682556830,117958330,117958330,199952688630.00,78887936690.00,-352541397280.00
IDV.HN,2018,20021683810.00,48383843790.00,15164204280,5.04437E+11,74397622400,NULL,48281430370,38320628330,5.36694E+11,2.26352E+11,70359787450,54375938590,78298064780,7.63046E+11,15164204280,283371700,78848224430,5158520,5158520,189867240000.00,49776840890.00,29842850070.00
IDV.HN,2019,30062426340.00,32621884900.00,11554164520,4.38481E+11,1.24524E+11,NULL,92103362960,96593800950,6.51102E+11,2.70022E+11,98369987520,94461348340,1.1736E+11,9.21124E+11,11554164520,15806374970,1.12922E+11,172424210,172424210,368402249550.00,87870424480.00,-92781110480.00
IDV.HN,2020,70128816720.00,71424254950.00,7075394100,5.82417E+11,2.2041E+11,NULL,1.35927E+11,2.45668E+11,8.38836E+11,4.22016E+11,2.10289E+11,1.50281E+11,2.33647E+11,1.26085E+12,7075394100,1979662740,2.33588E+11,563926570,563926570,489682325690.00,139258856860.00,-219521143410.00
IDV.HN,2021,37656376660.00,39375606510.00,29531532480,5.8809E+11,1.20918E+11,NULL,1.35891E+11,93409127780,8.59072E+11,5.49696E+11,1.55753E+11,83261463600,1.66957E+11,1.40877E+12,29531532480,710078780,1.68473E+11,724487730,724487730,632699559240.00,82084989230.00,-61782390110.00
IDV.HN,2022,35964579090.00,37303825670.00,14008468520,3.90662E+11,1.11889E+11,NULL,1.64086E+11,-2.79071E+11,9.32761E+11,6.50014E+11,1.40598E+11,75924403660,1.63254E+11,1.58278E+12,14008468520,4811784310,1.61553E+11,0,0,634879788760.00,66777303310.00,270508301610.00
AME.HN,2016,383324650850.00,111322129120.00,1.18363E+11,3.40557E+11,NULL,4.0804E+11,3.0308E+11,-46276394570,3.11028E+11,1.36309E+11,2220099320,24479206780,3103631640,4.47337E+11,1.18363E+11,93826192390,2804754940,5505129320,5505129320,106780188210.00,9969720270.00,40624081560.00
AME.HN,2017,726403185040.00,97789533290.00,1.54321E+11,4.45483E+11,NULL,7.61385E+11,3.76027E+11,-93405044250,3.82485E+11,1.48366E+11,12057078810,34817268790,15886626900,5.30851E+11,1.54321E+11,1.57635E+11,15287051870,5948650190,5948650190,85368160770.00,23814360570.00,19010369600.00
AME.HN,2018,735355680770.00,50439893470.00,2.95361E+11,5.8015E+11,NULL,7.96016E+11,5.03001E+11,-51798618240,5.11246E+11,1.65306E+11,16969023800,60660207940,22921850930,6.76552E+11,2.95361E+11,2.06595E+11,23400575450,16259128000,16259128000,96401536880.00,41533266940.00,-14860297110.00
AME.HN,2019,940123098380.00,291735269030.00,4.14049E+11,1.02968E+12,NULL,1.00926E+12,7.98676E+11,-4.1602E+11,8.05213E+11,3.05148E+11,19010025010,69134192980,18732158810,1.11036E+12,4.14049E+11,2.1786E+11,23986888780,23040260880,23040260880,80678949590.00,44144141760.00,-1295210940.00
AME.HN,2020,1306246462130.00,719823303270.00,5.83633E+11,1.99493E+12,NULL,1.41078E+12,1.74139E+12,-3697545890,1.74689E+12,3.2618E+11,21031665820,1.04531E+11,25283115400,2.07307E+12,5.83633E+11,6.65238E+11,26441985550,53513803300,53513803300,78135651760.00,81469742800.00,-114901730.00
AME.HN,2021,1674598141520.00,563854989350.00,8.99576E+11,1.58982E+12,NULL,1.7847E+12,1.27071E+12,-1.62295E+11,2.55822E+12,3.45049E+11,20908368640,1.10105E+11,27372016530,2.90327E+12,8.99576E+11,5.38524E+11,26563814160,56567910260,56567910260,79228836540.00,86658047460.00,-100458290.00
AME.HN,2022,2093727063120.00,879808324170.00,4.19525E+11,2.06523E+12,NULL,2.21325E+12,1.37947E+12,73783166580,1.37947E+12,7.657E+11,20937331320,1.19525E+11,25846049890,2.14517E+12,4.19525E+11,6.24444E+11,26466251320,54758965720,54758965720,79942149030.00,84554563910.00,24783690.00
DTL.HM,2016,2545912473740.00,87378079020.00,1.07539E+11,1.67627E+12,NULL,2.88692E+12,1.52317E+12,59742317060,1.57674E+12,9.10578E+11,1.59666E+11,3.39373E+11,2.10104E+11,2.48732E+12,1.07539E+11,5.23018E+11,1.84094E+11,60180205650,60180205650,809518005760.00,334517978290.00,44187950770.00
DTL.HM,2017,2803074517870.00,93927419430.00,66317723350,1.64642E+12,NULL,3.17186E+12,1.22206E+12,-33753201280,1.27333E+12,1.17146E+12,1.97751E+11,3.63082E+11,2.2643E+11,2.44479E+12,66317723350,2.76152E+11,2.24076E+11,58074804640,58074804640,795996151200.00,388355977040.00,4627599120.00
DTL.HM,2018,3288619239180.00,157027457740.00,2.76609E+11,1.97271E+12,NULL,3.46461E+12,1.64644E+12,-2.45198E+11,1.69633E+12,1.12988E+12,-17249184560,1.6966E+11,-10754845530,2.82621E+12,2.76609E+11,2.64787E+11,-14085706650,67683389900,67683389900,850643314910.00,175969950460.00,-138655449420.00
DTL.HM,2019,2423874626570.00,49140942840.00,2.00454E+11,2.01533E+12,NULL,2.5172E+12,1.75713E+12,78890711700,1.80397E+12,9.89411E+11,-1.40469E+11,89324350920,-88275419020,2.79338E+12,2.00454E+11,4.17843E+11,-1.37243E+11,86095909060,86095909060,773287237820.00,113163807600.00,-15832215180.00
DTL.HM,2020,1788943521940.00,1492332569910.00,1.83892E+11,1.70271E+12,NULL,1.9832E+12,1.39723E+12,4.17991E+11,1.41838E+12,1.01067E+12,21255177060,1.93168E+11,43605894380,2.42904E+12,1.83892E+11,2.76564E+11,25198800780,73859093450,73859093450,719852304390.00,239633353190.00,-42422820310.00
DTL.HM,2021,1218774695580.00,64525864750.00,1.48763E+11,1.18719E+12,NULL,1.38184E+12,8.21166E+11,4.93661E+11,8.23005E+11,1.06437E+12,56129713570,1.61976E+11,54297796390,1.88737E+12,1.48763E+11,2.0977E+11,50889406740,42738038150,42738038150,696094467120.00,160694189440.00,-44714232230.00
DTL.HM,2022,1579799674460.00,1220274971830.00,3.63535E+11,1.76584E+12,NULL,1.6126E+12,1.41661E+12,-7.70937E+11,1.41662E+12,9.38125E+11,-1.26166E+11,31325971370,-67080651950,2.35475E+12,3.63535E+11,2.33138E+11,-1.26166E+11,55471405520,55471405520,588909356580.00,1341646507490.00,93593040560.00
GDW.HN,2016,264710913430.00,12348714040.00,4276144760,50316320640,NULL,4.51633E+11,66695548440,32277053540,87180484470,1.41531E+11,13092929930,1.85875E+11,12113141740,2.28712E+11,4276144760,38468389390,14083473390,624961490,624961490,176744541350.00,32312478570.00,-57256926490.00
GDW.HN,2017,302627285600.00,12176777280.00,4083088680,94886238200,NULL,4.75843E+11,1.02038E+11,75584739600,1.35972E+11,1.4879E+11,17671507750,1.73216E+11,18836074870,2.84761E+11,4083088680,71897738100,23043662840,2061548590,2061548590,188729420500.00,46318380880.00,-37280500570.00
GDW.HN,2018,307041338660.00,14950930620.00,3301485870,96193069990,NULL,4.89338E+11,90986741080,22412773960,1.24549E+11,1.51402E+11,15162512890,1.81551E+11,17252270780,2.75951E+11,3301485870,59078233540,18429713890,3085298150,3085298150,177829796590.00,47490390030.00,-14638877990.00
GDW.HN,2019,323327854140.00,16316065650.00,4754027650,1.36916E+11,NULL,5.19711E+11,1.13885E+11,69546188560,1.42611E+11,1.63843E+11,25926980770,1.95494E+11,26638271140,3.06454E+11,4754027650,81645562540,31918073890,2838191380,2838191380,167702033260.00,56557813760.00,-10531648030.00
GDW.HN,2020,370031408940.00,11798412400.00,5504047110,1.77199E+11,NULL,5.75112E+11,1.51045E+11,79809780980,1.75125E+11,1.68051E+11,18654901470,2.04061E+11,21756903420,3.43177E+11,5504047110,1.17039E+11,22768613600,2456200920,2456200920,164472943820.00,51255846670.00,-25036647690.00
GDW.HN,2021,363694105830.00,NULL,36217055340,1.08035E+11,NULL,5.61366E+11,77104692620,20460252950,96140297960,1.70012E+11,NULL,2.3471E+11,23958604100,2.87686E+11,8361447060,62435294760,26988934280,1434410980,1434410980,152057357170.00,52417295350.00,317991740.00
GDW.HN,2022,389085054400.00,11940771740.00,8361447060,1.34141E+11,NULL,6.25054E+11,97998518300,22275977190,1.12408E+11,1.75278E+11,21175778080,NULL,NULL,2.66153E+11,36217055340,46236925980,21919029390,NULL,NULL,571368882120.00,NULL,-88681640.00
PDN.HM,2016,287687702200.00,137086740.00,57522942430,1.62576E+11,NULL,4.21917E+11,1.81377E+11,1.18936E+11,3.58798E+11,3.75146E+11,67714279560,1.34229E+11,68557282140,7.33944E+11,57522942430,42125928770,71438180660,19485286130,19485286130,601622758820.00,116814964380.00,-77767499980.00
PDN.HM,2017,365102323900.00,480254270.00,61545757040,2.43705E+11,NULL,5.175E+11,2.40315E+11,1.5421E+11,4.28162E+11,4.17165E+11,76492644460,1.52397E+11,83693695300,8.45327E+11,61545757040,70495670560,85014049490,18918426850,18918426850,612839533560.00,99492603940.00,-72215854770.00
PDN.HM,2018,466424614580.00,359531750.00,75082923340,2.33878E+11,NULL,6.66518E+11,1.92357E+11,1.43788E+11,3.76864E+11,4.69853E+11,1.11745E+11,2.00094E+11,1.23827E+11,8.46717E+11,75082923340,72764337000,1.24107E+11,21069906460,21069906460,633413592420.00,189838972850.00,-66865226830.00
PDN.HM,2019,511019097550.00,658843750.00,82154292630,3.01483E+11,NULL,7.41538E+11,2.2006E+11,1.99097E+11,3.73148E+11,5.61748E+11,1.36575E+11,2.30519E+11,1.50735E+11,9.34896E+11,82154292630,90978646560,1.51694E+11,19710482930,19710482930,674551288690.00,216548127040.00,-66690610160.00
PDN.HM,2020,545573366700.00,682487520.00,1.0282E+11,3.41514E+11,NULL,7.93588E+11,2.45704E+11,1.85918E+11,3.67415E+11,6.4865E+11,1.59462E+11,2.48014E+11,1.76592E+11,1.01607E+12,1.0282E+11,85304422210,1.76989E+11,15769583510,15769583510,763432696870.00,236998934060.00,-158358971030.00
PDN.HM,2021,624309977510.00,597143410.00,97484161700,3.78415E+11,NULL,8.92513E+11,2.80526E+11,2.25533E+11,4.17026E+11,7.24821E+11,1.60781E+11,2.68203E+11,2.00115E+11,1.14185E+12,97484161700,97235924900,2.00587E+11,12522290170,12522290170,770805221260.00,258122144490.00,-181285664890.00
PDN.HM,2022,702307416170.00,1477416060.00,1.02744E+11,4.67451E+11,NULL,1.06755E+12,2.92931E+11,2.62843E+11,4.10315E+11,8.27942E+11,2.34193E+11,3.65238E+11,2.91667E+11,1.23826E+12,1.02744E+11,97471687440,2.92227E+11,14301451020,14301451020,162181165480.00,347986801620.00,-78428379070.00
NNC.HM,2016,338009982640.00,5053980.00,19194069090,3.2848E+11,5.83753E+11,NULL,82258231110,1.21763E+11,87447742670,4.06996E+11,1.84881E+11,2.45743E+11,2.29161E+11,4.94444E+11,19194069090,14525261210,2.3173E+11,276069820,276069820,153247637010.00,225714155600.00,-144865924110.00
NNC.HM,2017,340047854470.00,5430380.00,56129090720,4.11659E+11,5.81906E+11,NULL,95412217100,1.1976E+11,1.00376E+11,4.68952E+11,1.90636E+11,2.41858E+11,2.36337E+11,5.69328E+11,56129090720,16520697470,2.37805E+11,343139180,343139180,153354553750.00,225176822310.00,19608016490.00
NNC.HM,2018,380170264650.00,18291030.00,95174024520,2.87668E+11,5.77127E+11,NULL,1.07993E+11,1.71315E+11,1.13978E+11,3.33007E+11,1.85809E+11,1.96957E+11,2.0063E+11,4.46985E+11,95174024520,12881042640,2.29648E+11,272219180,272219180,169545368410.00,183667660180.00,150590081700.00
NNC.HM,2019,361761342670.00,6702790.00,96490250340,2.11227E+11,5.16457E+11,NULL,88249184200,92750244620,94431213950,2.92521E+11,1.2273E+11,1.54696E+11,1.50179E+11,3.86952E+11,96490250340,14358267610,1.51694E+11,0,0,166460787830.00,143110984960.00,10782847570.00
NNC.HM,2020,252972055800.00,-165632970.00,80567800120,2.22057E+11,4.01541E+11,NULL,83048109830,1.13943E+11,86035888970,3.05465E+11,1.10751E+11,1.48569E+11,1.36078E+11,3.915E+11,80567800120,7663919130,1.36696E+11,NULL,NULL,159985946040.00,131063251340.00,13788289230.00
NNC.HM,2021,111856950720.00,-167305710.00,8708589360,1.91283E+11,1.59042E+11,NULL,49699113510,66124849650,52936484120,3.01558E+11,38622174330,47184556170,37317098900,3.54494E+11,8708589360,3794023630,45030137060,NULL,NULL,181651604960.00,41095110150.00,4304408140.00
NNC.HM,2022,60326080930.00,67827883830.00,2207777740,2.1123E+11,80579832610,NULL,54818453360,49871446040,58396211130,3.37959E+11,39318443470,20253751680,16833616190,3.96355E+11,2207777740,2904235520,47590753690,NULL,NULL,3409713260060.00,11616788450.00,-109814578140.00
DLG.HM,2016,2014660932540.00,-17491058730.00,5.87127E+11,3.08446E+12,NULL,2.49062E+12,1.46976E+12,25213242100,4.50887E+12,2.49678E+12,52673583540,4.62621E+11,85125950450,7.00565E+12,5.87127E+11,4.11726E+11,85524815390,2.97823E+11,2.97823E+11,3521577629530.00,446173990780.00,-524530200650.00
